2025-12-30T06:24:38.899485506Z [inf]  100.64.0.5:32518 - "GET /api/agents/bbeda238-e8d9-4d8c-b93b-1b7694581adb/kb HTTP/1.1" 200
2025-12-30T06:26:34.236168335Z [err]  2025-12-30 06:26:34,233 - server - INFO - 🤐 No greeting - waiting for user to speak first
2025-12-30T06:26:34.236175725Z [err]  2025-12-30 06:26:34,233 - server - INFO - 🎤 Voice flow - WebSocket streaming already initiated
2025-12-30T06:26:34.236180437Z [inf]  100.64.0.9:22522 - "POST /api/telnyx/webhook HTTP/1.1" 200
2025-12-30T06:26:34.374904012Z [err]  2025-12-30 06:26:34,367 - redis_service - INFO - 📥 Retrieved call data from Redis: v3:OK2b1rFz5bxZX81esdlfqkeMnLj0vTvisSMnNO4MMizV5G_iwPQzdA
2025-12-30T06:26:34.379902855Z [err]  2025-12-30 06:26:34,375 - redis_service - INFO - 📥 Retrieved call data from Redis: v3:OK2b1rFz5bxZX81esdlfqkeMnLj0vTvisSMnNO4MMizV5G_iwPQzdA
2025-12-30T06:26:34.392003964Z [err]  2025-12-30 06:26:34,389 - redis_service - INFO - 📦 Stored call data in Redis: v3:OK2b1rFz5bxZX81esdlfqkeMnLj0vTvisSMnNO4MMizV5G_iwPQzdA (TTL: 3600s)
2025-12-30T06:26:34.392011837Z [err]  2025-12-30 06:26:34,389 - server - INFO - ⏱️ [WebSocket Worker] Silence timeout reached - generating greeting!
2025-12-30T06:26:34.392022840Z [err]  2025-12-30 06:26:34,389 - core_calling_service - INFO - ⏱️ [06:26:34.389] 📥 process_user_input() ENTRY - text: '...'
2025-12-30T06:26:34.404948292Z [err]  2025-12-30 06:26:34,398 - redis_service - INFO - 📥 Retrieved call data from Redis: v3:OK2b1rFz5bxZX81esdlfqkeMnLj0vTvisSMnNO4MMizV5G_iwPQzdA
2025-12-30T06:26:34.404956348Z [err]  2025-12-30 06:26:34,400 - core_calling_service - INFO - ⏱️ [06:26:34.400] ⏩ About to call _process_call_flow_streaming()
2025-12-30T06:26:34.404963502Z [err]  2025-12-30 06:26:34,400 - core_calling_service - INFO - ⏱️ [06:26:34.400] 🔀 Agent type: call_flow, calling flow processor...
2025-12-30T06:26:34.404970425Z [err]  2025-12-30 06:26:34,400 - core_calling_service - INFO - ⏱️ [06:26:34.400] 🔀 _process_call_flow_streaming() ENTRY
2025-12-30T06:26:34.404977073Z [err]  2025-12-30 06:26:34,400 - core_calling_service - INFO - Flow processing - History length: 1, Is first: True
2025-12-30T06:26:34.404983954Z [err]  2025-12-30 06:26:34,401 - core_calling_service - INFO - ⏱️ [06:26:34.400] ✅ Node selected, about to process content...
2025-12-30T06:26:34.404991148Z [err]  2025-12-30 06:26:34,401 - core_calling_service - INFO - 🔧 Replaced {{now}} with Tuesday, December 30, 2025 at 1:26 AM EST in content
2025-12-30T06:26:34.404998814Z [err]  2025-12-30 06:26:34,401 - core_calling_service - INFO - 🔧 Replaced {{customer_name}} with Kendrick in content
2025-12-30T06:26:34.405005796Z [err]  2025-12-30 06:26:34,401 - core_calling_service - INFO - 🔧 Replaced {{callerName}} with  in content
2025-12-30T06:26:34.405012573Z [err]  2025-12-30 06:26:34,401 - core_calling_service - INFO - 🔧 Replaced {{lead_id}} with None in content
2025-12-30T06:26:34.405021029Z [err]  2025-12-30 06:26:34,401 - core_calling_service - INFO - 🔧 Replaced {{qc_tracking_enabled}} with False in content
2025-12-30T06:26:34.405028193Z [err]  2025-12-30 06:26:34,401 - core_calling_service - INFO - 🔧 Replaced {{track_keywords}} with  in content
2025-12-30T06:26:34.405035466Z [err]  2025-12-30 06:26:34,401 - core_calling_service - INFO - 🔧 Replaced {{expected_commitment}} with not_specified in content
2025-12-30T06:26:34.405549075Z [err]  2025-12-30 06:26:34,401 - core_calling_service - INFO - 🔧 Replaced {{to_number}} with +17708336397 in content
2025-12-30T06:26:34.405560112Z [err]  2025-12-30 06:26:34,401 - core_calling_service - INFO - 🔧 Replaced {{phone_number}} with +17708336397 in content
2025-12-30T06:26:34.405564680Z [err]  2025-12-30 06:26:34,401 - core_calling_service - INFO - 🔧 Replaced {{email}} with None in content
2025-12-30T06:26:34.405569243Z [err]  2025-12-30 06:26:34,401 - core_calling_service - INFO - ✅ Using explicit SCRIPT mode (length: 9 chars) - will return text instantly
2025-12-30T06:26:34.405573023Z [err]  2025-12-30 06:26:34,401 - core_calling_service - INFO - Using flow node: Greeting (type: conversation, mode: script)
2025-12-30T06:26:34.405576751Z [err]  2025-12-30 06:26:34,401 - core_calling_service - INFO - 📚 skip_mandatory_precheck=true - skipping pre-response mandatory check, will check on transition
2025-12-30T06:26:34.405580436Z [err]  2025-12-30 06:26:34,401 - core_calling_service - INFO - ⏱️ [06:26:34.401] 📄 About to process content (mode=script, length=9)
2025-12-30T06:26:34.405584184Z [err]  2025-12-30 06:26:34,401 - core_calling_service - INFO - 🔊 Silence tracking reset for call v3:OK2b1rFz5bxZX81esdlfqkeMnLj0vTvisSMnNO4MMizV5G_iwPQzdA (user responded)
2025-12-30T06:26:34.405588602Z [err]  2025-12-30 06:26:34,401 - core_calling_service - INFO - ✅ User responded to regular message, resetting counter
2025-12-30T06:26:34.405592291Z [err]  2025-12-30 06:26:34,401 - core_calling_service - INFO - 💾 Storing node ID 2 in conversation history
2025-12-30T06:26:34.405597216Z [err]  2025-12-30 06:26:34,401 - core_calling_service - INFO - LLM response (0.01s): Kendrick?
2025-12-30T06:26:34.405600699Z [err]  2025-12-30 06:26:34,401 - core_calling_service - INFO - Total latency: 0.01s
2025-12-30T06:26:34.405604389Z [err]  2025-12-30 06:26:34,401 - server - INFO - 💬 [WebSocket Worker] AI speaks after silence: Kendrick?
2025-12-30T06:26:34.485436375Z [err]  2025-12-30 06:26:34,472 - soniox_service - INFO - ✅ Connected to Soniox Real-Time STT
2025-12-30T06:26:34.485440799Z [err]  2025-12-30 06:26:34,472 - soniox_service - INFO - ⚙️  Config: model=stt-rt-v3, format=mulaw, rate=8000Hz, channels=1
2025-12-30T06:26:34.485445118Z [err]  2025-12-30 06:26:34,473 - soniox_service - INFO - ⚙️  Endpoint detection: True, Speaker diarization: False
2025-12-30T06:26:34.485449103Z [err]  2025-12-30 06:26:34,473 - dead_air_monitor - INFO - 🔇 Dead air monitoring started for call v3:OK2b1rFz5bxZX81esdlfqkeMnLj0vTvisSMnNO4MMizV5G_iwPQzdA
2025-12-30T06:26:34.485453763Z [err]  2025-12-30 06:26:34,479 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:OK2b1rFz5bxZX81es... (active sessions: ['v3:PbTJbbhAUvNOTM6aKlUXsOBFAYohUmeRf4rKoDkI_-ebWRd_b4SGig', 'v3:oE4qBPGV9o-mO3yNmX54zARaLmFuZmCRqdXcHsw-VrnTxvKFa5TqHg', 'v3:pjVjZmXjXmua3l2mdchCWTqZ4R2aFMNzHsnijLgTsOAEdwdJo-HY9A'])
2025-12-30T06:26:34.485457784Z [err]  2025-12-30 06:26:34,479 - server - INFO - ✅ Started forwarding audio (8kHz mulaw → Soniox, NO BUFFERING)
2025-12-30T06:26:34.508322647Z [err]  2025-12-30 06:26:34,505 - telnyx_service - INFO - ✅ Generated 13419 bytes, saved to /tmp/tts_4837cb141ab1223ca76c9b05a8448cb6.mp3
2025-12-30T06:26:34.508325423Z [err]  2025-12-30 06:26:34,503 - redis_service - INFO - 📥 Retrieved call data from Redis: v3:OK2b1rFz5bxZX81esdlfqkeMnLj0vTvisSMnNO4MMizV5G_iwPQzdA
2025-12-30T06:26:34.508332003Z [err]  2025-12-30 06:26:34,505 - telnyx_service - INFO - 🔗 Using audio URL: api.li-ai.org/api/tts-audio/tts_4837cb141ab1223ca76c9b05a8448cb6.mp3
2025-12-30T06:26:34.508334862Z [err]  2025-12-30 06:26:34,504 - telnyx_service - INFO - 🔍 WebSocket TTS: False
2025-12-30T06:26:34.508346517Z [err]  2025-12-30 06:26:34,504 - telnyx_service - INFO - 🔊 Speaking text on call v3:OK2b1rFz5bxZX81esdlfqkeMnLj0vTvisSMnNO4MMizV5G_iwPQzdA: Kendrick?...
2025-12-30T06:26:34.508348224Z [err]  2025-12-30 06:26:34,504 - telnyx_service - INFO - 🎙️ Attempting elevenlabs TTS (REST)
2025-12-30T06:26:34.508358872Z [err]  2025-12-30 06:26:34,504 - server - INFO - 💾 TTS CACHE HIT: Returning cached audio (13419 bytes)
2025-12-30T06:26:34.508364172Z [err]  2025-12-30 06:26:34,504 - telnyx_service - INFO - 🔍 Agent config provided: True
2025-12-30T06:26:34.508367962Z [err]  2025-12-30 06:26:34,504 - telnyx_service - INFO - ⏱️  TTS generation time: 0.00s
2025-12-30T06:26:34.508379636Z [err]  2025-12-30 06:26:34,504 - telnyx_service - INFO - 🔍 TTS provider from settings: elevenlabs
2025-12-30T06:26:34.963972638Z [err]  2025-12-30 06:26:34,805 - httpx - INFO - HTTP Request: POST https://api.telnyx.com/v2/calls/v3:OK2b1rFz5bxZX81esdlfqkeMnLj0vTvisSMnNO4MMizV5G_iwPQzdA/actions/playback_start "HTTP/1.1 200 OK"
2025-12-30T06:26:34.963977098Z [err]  2025-12-30 06:26:34,805 - telnyx_service - INFO - ⏱️  Playback API call time: 0.30s
2025-12-30T06:26:34.963981922Z [err]  2025-12-30 06:26:34,805 - telnyx_service - INFO - ⏱️  Total TTS latency: 0.30s
2025-12-30T06:26:34.963985827Z [err]  2025-12-30 06:26:34,805 - telnyx_service - INFO - ✅ Playing elevenlabs audio via Telnyx playback
2025-12-30T06:26:34.963989847Z [err]  2025-12-30 06:26:34,805 - telnyx_service - INFO - 🎬 Playback ID: avi07w_CcA
2025-12-30T06:26:34.963994172Z [err]  2025-12-30 06:26:34,805 - server - INFO - 🔊 [WebSocket Worker] Silence greeting spoken via Telnyx TTS
2025-12-30T06:26:34.963998349Z [err]  2025-12-30 06:26:34,805 - server - INFO - ⏱️ [WebSocket Worker] Greeting playback started at 1767075994.8058412
2025-12-30T06:26:34.964002744Z [err]  2025-12-30 06:26:34,805 - core_calling_service - INFO - ⏱️ SILENCE TIMER STARTED at 1767075994.8058727 for call v3:OK2b1rFz5bxZX81esdlfqkeMnLj0vTvisSMnNO4MMizV5G_iwPQzdA
2025-12-30T06:26:34.964007452Z [err]  2025-12-30 06:26:34,805 - server - INFO - ⏱️ [WebSocket Worker] Silence tracking started for dead air monitoring
2025-12-30T06:26:34.987315282Z [err]  2025-12-30 06:26:34,985 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:OK2b1rFz5bxZX81es... (active sessions: ['v3:PbTJbbhAUvNOTM6aKlUXsOBFAYohUmeRf4rKoDkI_-ebWRd_b4SGig', 'v3:oE4qBPGV9o-mO3yNmX54zARaLmFuZmCRqdXcHsw-VrnTxvKFa5TqHg', 'v3:pjVjZmXjXmua3l2mdchCWTqZ4R2aFMNzHsnijLgTsOAEdwdJo-HY9A'])
2025-12-30T06:26:35.449517977Z [err]  2025-12-30 06:26:35,443 - server - INFO - 📨 ========== TELNYX WEBHOOK RECEIVED ==========
2025-12-30T06:26:35.449525600Z [err]  2025-12-30 06:26:35,443 - server - INFO - 📨 Full payload: {'data': {'event_type': 'call.playback.started', 'id': '8d9c25f6-fc61-4081-84ed-9fabcdc23205', 'occurred_at': '2025-12-30T06:26:35.089214Z', 'payload': {'call_control_id': 'v3:OK2b1rFz5bxZX81esdlfqkeMnLj0vTvisSMnNO4MMizV5G_iwPQzdA', 'call_leg_id': '78c63b92-e548-11f0-8f9e-02420aef981f', 'call_session_id': '78c35120-e548-11f0-b542-02420aef981f', 'client_state': None, 'connection_id': '2777245537294877821', 'media_name': None, 'media_url': 'api.li-ai.org/api/tts-audio/tts_4837cb141ab1223ca76c9b05a8448cb6.mp3', 'overlay': False, 'playback_id': 'avi07w_CcA'}, 'record_type': 'event'}, 'meta': {'attempt': 1, 'delivered_to': 'https://api.li-ai.org/api/telnyx/webhook'}}
2025-12-30T06:26:35.449533128Z [err]  2025-12-30 06:26:35,443 - server - INFO - 🎯 Event type: call.playback.started, Call ID: v3:OK2b1rFz5bxZX81esdlfqkeMnLj0vTvisSMnNO4MMizV5G_iwPQzdA
2025-12-30T06:26:35.449540685Z [err]  2025-12-30 06:26:35,443 - server - INFO - 📨 ================================================
2025-12-30T06:26:35.449547456Z [inf]  100.64.0.12:41114 - "POST /api/telnyx/webhook HTTP/1.1" 200
2025-12-30T06:26:35.492882739Z [err]  2025-12-30 06:26:35,490 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:OK2b1rFz5bxZX81es... (active sessions: ['v3:PbTJbbhAUvNOTM6aKlUXsOBFAYohUmeRf4rKoDkI_-ebWRd_b4SGig', 'v3:oE4qBPGV9o-mO3yNmX54zARaLmFuZmCRqdXcHsw-VrnTxvKFa5TqHg', 'v3:pjVjZmXjXmua3l2mdchCWTqZ4R2aFMNzHsnijLgTsOAEdwdJo-HY9A'])
2025-12-30T06:26:35.998416038Z [err]  2025-12-30 06:26:35,997 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:OK2b1rFz5bxZX81es... (active sessions: ['v3:PbTJbbhAUvNOTM6aKlUXsOBFAYohUmeRf4rKoDkI_-ebWRd_b4SGig', 'v3:oE4qBPGV9o-mO3yNmX54zARaLmFuZmCRqdXcHsw-VrnTxvKFa5TqHg', 'v3:pjVjZmXjXmua3l2mdchCWTqZ4R2aFMNzHsnijLgTsOAEdwdJo-HY9A'])
2025-12-30T06:26:36.171223179Z [err]  2025-12-30 06:26:36,133 - server - INFO - 📨 ========== TELNYX WEBHOOK RECEIVED ==========
2025-12-30T06:26:36.171234756Z [err]  2025-12-30 06:26:36,133 - server - INFO - 📨 Full payload: {'data': {'event_type': 'call.playback.ended', 'id': '2082195d-e99e-498b-9763-5874b32a8ab2', 'occurred_at': '2025-12-30T06:26:35.929215Z', 'payload': {'call_control_id': 'v3:OK2b1rFz5bxZX81esdlfqkeMnLj0vTvisSMnNO4MMizV5G_iwPQzdA', 'call_leg_id': '78c63b92-e548-11f0-8f9e-02420aef981f', 'call_session_id': '78c35120-e548-11f0-b542-02420aef981f', 'client_state': None, 'connection_id': '2777245537294877821', 'media_name': None, 'media_url': 'api.li-ai.org/api/tts-audio/tts_4837cb141ab1223ca76c9b05a8448cb6.mp3', 'overlay': False, 'playback_id': 'avi07w_CcA', 'status': 'completed', 'status_detail': ''}, 'record_type': 'event'}, 'meta': {'attempt': 1, 'delivered_to': 'https://api.li-ai.org/api/telnyx/webhook'}}
2025-12-30T06:26:36.171245491Z [err]  2025-12-30 06:26:36,133 - server - INFO - 🎯 Event type: call.playback.ended, Call ID: v3:OK2b1rFz5bxZX81esdlfqkeMnLj0vTvisSMnNO4MMizV5G_iwPQzdA
2025-12-30T06:26:36.171256434Z [err]  2025-12-30 06:26:36,134 - server - INFO - 📨 ================================================
2025-12-30T06:26:36.171266838Z [err]  2025-12-30 06:26:36,151 - redis_service - INFO - ➖ Removed playback avi07w_CcA, 0 remaining for call v3:OK2b1rFz5bxZX81esdlfqkeMnLj0vTvisSMnNO4MMizV5G_iwPQzdA
2025-12-30T06:26:36.171275771Z [err]  2025-12-30 06:26:36,151 - server - INFO - 🔊 Redis: Removed playback avi07w_CcA, 0 remaining
2025-12-30T06:26:36.171285244Z [err]  2025-12-30 06:26:36,151 - server - INFO - 🔊 ALL PLAYBACKS FINISHED (via Redis) - attempting to start silence timer
2025-12-30T06:26:36.171295169Z [err]  2025-12-30 06:26:36,156 - server - INFO - ✅ Set 'agent_done_speaking' flag in Redis for worker with session to detect
2025-12-30T06:26:36.171305715Z [err]  2025-12-30 06:26:36,156 - server - INFO - 💡 Session not on this worker - Redis flag set for WebSocket worker to handle
2025-12-30T06:26:36.171828545Z [inf]  100.64.0.12:41114 - "POST /api/telnyx/webhook HTTP/1.1" 200
2025-12-30T06:26:36.512427598Z [err]  2025-12-30 06:26:36,503 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:OK2b1rFz5bxZX81es... (active sessions: ['v3:PbTJbbhAUvNOTM6aKlUXsOBFAYohUmeRf4rKoDkI_-ebWRd_b4SGig', 'v3:oE4qBPGV9o-mO3yNmX54zARaLmFuZmCRqdXcHsw-VrnTxvKFa5TqHg', 'v3:pjVjZmXjXmua3l2mdchCWTqZ4R2aFMNzHsnijLgTsOAEdwdJo-HY9A'])
2025-12-30T06:26:37.014664382Z [err]  2025-12-30 06:26:37,009 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:OK2b1rFz5bxZX81es... (active sessions: ['v3:PbTJbbhAUvNOTM6aKlUXsOBFAYohUmeRf4rKoDkI_-ebWRd_b4SGig', 'v3:oE4qBPGV9o-mO3yNmX54zARaLmFuZmCRqdXcHsw-VrnTxvKFa5TqHg', 'v3:pjVjZmXjXmua3l2mdchCWTqZ4R2aFMNzHsnijLgTsOAEdwdJo-HY9A'])
2025-12-30T06:26:37.083729678Z [err]  2025-12-30 06:26:37,065 - server - INFO - 🔤 RAW TOKENS: ["Hell"?]
2025-12-30T06:26:37.083737437Z [err]  2025-12-30 06:26:37,066 - core_calling_service - INFO - ⏱️ SILENCE TIMER RESET (user started speaking) for call v3:OK2b1rFz5bxZX81esdlfqkeMnLj0vTvisSMnNO4MMizV5G_iwPQzdA
2025-12-30T06:26:37.083744405Z [err]  2025-12-30 06:26:37,066 - core_calling_service - INFO - 🔊 Silence timer reset for call v3:OK2b1rFz5bxZX81esdlfqkeMnLj0vTvisSMnNO4MMizV5G_iwPQzdA (user started speaking)
2025-12-30T06:26:37.083761551Z [err]  2025-12-30 06:26:37,066 - core_calling_service - INFO - 👤 User started speaking for call v3:OK2b1rFz5bxZX81esdlfqkeMnLj0vTvisSMnNO4MMizV5G_iwPQzdA
2025-12-30T06:26:37.083768729Z [err]  2025-12-30 06:26:37,066 - server - WARNING - Failed to update user_has_spoken in Redis: cannot access local variable 'redis_svc' where it is not associated with a value
2025-12-30T06:26:37.083776447Z [err]  2025-12-30 06:26:37,066 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Hell' | Generating: False
2025-12-30T06:26:37.327434875Z [err]  2025-12-30 06:26:37,326 - server - INFO - 🔤 RAW TOKENS: ["Hell"✓, "o."✓, "<end>"✓]
2025-12-30T06:26:37.327448826Z [err]  2025-12-30 06:26:37,326 - server - INFO - 🎯 Endpoint detected: <end> token received
2025-12-30T06:26:37.328454584Z [err]  2025-12-30 06:26:37,327 - server - INFO - ⏱️ [06:26:37.327] 📝 FINAL TRANSCRIPT RECEIVED: 'Hell o.'
2025-12-30T06:26:37.328465024Z [err]  2025-12-30 06:26:37,327 - server - INFO - ⏱️ [06:26:37.327] STT endpoint detection latency: 20ms
2025-12-30T06:26:37.328465376Z [err]  2025-12-30 06:26:37,326 - server - INFO - 📥 FINAL TOKENS: 'Hell o.' (2 tokens)
2025-12-30T06:26:37.328474302Z [err]  2025-12-30 06:26:37,327 - server - INFO - 🎤 Soniox final transcript: 'Hell o.'
2025-12-30T06:26:37.328476085Z [err]  2025-12-30 06:26:37,327 - server - INFO - ⏱️ [06:26:37.327] 🎤 USER STOPPED SPEAKING - Beginning processing pipeline
2025-12-30T06:26:37.328479702Z [err]  2025-12-30 06:26:37,327 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:OK2b1rFz5bxZX81es... (active sessions: ['v3:PbTJbbhAUvNOTM6aKlUXsOBFAYohUmeRf4rKoDkI_-ebWRd_b4SGig', 'v3:oE4qBPGV9o-mO3yNmX54zARaLmFuZmCRqdXcHsw-VrnTxvKFa5TqHg', 'v3:pjVjZmXjXmua3l2mdchCWTqZ4R2aFMNzHsnijLgTsOAEdwdJo-HY9A'])
2025-12-30T06:26:37.328484477Z [err]  2025-12-30 06:26:37,327 - server - INFO - ⏱️ User spoke at 1767075997.3275442
2025-12-30T06:26:37.328486446Z [err]  2025-12-30 06:26:37,327 - server - INFO - 🔍 FILTER CHECK: words=2, is_filler=False, is_garbled=False, tts_speaking=False, time_until_done=0.0s, generating=False, playbacks=0, is_active=False
2025-12-30T06:26:37.328491515Z [err]  2025-12-30 06:26:37,327 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:OK2b1rFz5bxZX81es... (active sessions: ['v3:PbTJbbhAUvNOTM6aKlUXsOBFAYohUmeRf4rKoDkI_-ebWRd_b4SGig', 'v3:oE4qBPGV9o-mO3yNmX54zARaLmFuZmCRqdXcHsw-VrnTxvKFa5TqHg', 'v3:pjVjZmXjXmua3l2mdchCWTqZ4R2aFMNzHsnijLgTsOAEdwdJo-HY9A'])
2025-12-30T06:26:37.328496858Z [err]  2025-12-30 06:26:37,327 - server - INFO - 🚀 Spawned tracked background task for endpoint processing
2025-12-30T06:26:37.334773048Z [err]  2025-12-30 06:26:37,333 - redis_service - INFO - 📦 Stored call data in Redis: v3:OK2b1rFz5bxZX81esdlfqkeMnLj0vTvisSMnNO4MMizV5G_iwPQzdA (TTL: 3600s)
2025-12-30T06:26:37.334780198Z [err]  2025-12-30 06:26:37,333 - server - INFO - 👤 User has spoken - aiSpeaksAfterSilence timer cancelled if pending
2025-12-30T06:26:37.334787936Z [err]  2025-12-30 06:26:37,333 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:OK2b1rFz5bxZX81es... (active sessions: ['v3:PbTJbbhAUvNOTM6aKlUXsOBFAYohUmeRf4rKoDkI_-ebWRd_b4SGig', 'v3:oE4qBPGV9o-mO3yNmX54zARaLmFuZmCRqdXcHsw-VrnTxvKFa5TqHg', 'v3:pjVjZmXjXmua3l2mdchCWTqZ4R2aFMNzHsnijLgTsOAEdwdJo-HY9A'])
2025-12-30T06:26:37.334794781Z [err]  2025-12-30 06:26:37,333 - server - INFO - ✅ Agent SILENT - User said 2 word(s): 'Hell o.' - Processing...
2025-12-30T06:26:37.347114294Z [err]  2025-12-30 06:26:37,344 - core_calling_service - INFO - 🤖 Agent started speaking for call v3:OK2b1rFz5bxZX81esdlfqkeMnLj0vTvisSMnNO4MMizV5G_iwPQzdA
2025-12-30T06:26:37.347120003Z [err]  2025-12-30 06:26:37,343 - server - INFO - 🎤 Endpoint detected by Soniox - processing transcript: Hell o.
2025-12-30T06:26:37.347129951Z [err]  2025-12-30 06:26:37,344 - core_calling_service - INFO - 👤 User stopped speaking for call v3:OK2b1rFz5bxZX81esdlfqkeMnLj0vTvisSMnNO4MMizV5G_iwPQzdA
2025-12-30T06:26:37.347136357Z [err]  2025-12-30 06:26:37,344 - server - INFO - ⏱️ [TIMING] STT_START: User last audio packet received
2025-12-30T06:26:37.347142817Z [err]  2025-12-30 06:26:37,344 - server - INFO - ⏱️ [TIMING] STT_END: Endpoint detected at T+10ms
2025-12-30T06:26:37.347148728Z [err]  2025-12-30 06:26:37,344 - server - INFO - ⏱️ [TIMING] STT_LATENCY: 10ms (Soniox model: stt-rt-v3)
2025-12-30T06:26:37.347158392Z [err]  2025-12-30 06:26:37,344 - server - INFO - ⏱️  USER STOPPED SPEAKING at T=0ms
2025-12-30T06:26:37.347164572Z [err]  2025-12-30 06:26:37,344 - server - INFO - 🎙️ Agent generating response - interruption detection active
2025-12-30T06:26:37.472648493Z [err]  2025-12-30 06:26:37,469 - telnyx_service - INFO - Telnyx service initialized with connection: 2777245537294877821
