2026-01-06T22:03:19.072044296Z [inf]  🔍 Python path: /app/backend
2026-01-06T22:24:34.296514883Z [err]  2026-01-06 22:24:34,283 - core_calling_service - INFO - 📤 Streaming script as 1 sentence(s)
2026-01-06T22:24:34.296520752Z [err]  2026-01-06 22:24:34,283 - server - INFO - 📤 Sentence arrived from LLM: Kendrick?...
2026-01-06T22:24:34.296524901Z [err]  2026-01-06 22:24:34,283 - server - INFO - ⏱️ [TIMING] TTFS (Time To First Sentence): 488ms
2026-01-06T22:24:34.296529327Z [err]  2026-01-06 22:24:34,283 - server - INFO - ⚡ Starting REAL-TIME TTS for first sentence
2026-01-06T22:24:34.296533267Z [err]  2026-01-06 22:24:34,283 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:khay0-kcVBpEpUMPo... (active sessions: [])
2026-01-06T22:24:34.296537178Z [err]  2026-01-06 22:24:34,283 - server - INFO - ⚡ ON-DEMAND: Creating persistent TTS session (multi-worker mode)
2026-01-06T22:24:34.377694534Z [err]  2026-01-06 22:24:34,375 - key_encryption - WARNING - Failed to decrypt key, assuming unencrypted: 
2026-01-06T22:24:34.478875534Z [err]  2026-01-06 22:24:34,468 - key_encryption - WARNING - Failed to decrypt key, assuming unencrypted: 
2026-01-06T22:24:34.585395611Z [err]  2026-01-06 22:24:34,573 - key_encryption - WARNING - Failed to decrypt key, assuming unencrypted: 
2026-01-06T22:24:34.600622615Z [err]  2026-01-06 22:24:34,592 - telnyx_service - INFO - Telnyx service initialized with connection: 2777245537294877821
2026-01-06T22:24:34.600627578Z [err]  2026-01-06 22:24:34,592 - server - INFO - ✅ ON-DEMAND: Using Telnyx WebSocket from closure for streaming audio
2026-01-06T22:24:34.600633700Z [err]  2026-01-06 22:24:34,592 - persistent_tts_service - INFO - 🎙️ Extracted voice_settings from agent config: {'stability': 0.6, 'similarity_boost': 0.65, 'style': 0.2, 'use_speaker_boost': True}
2026-01-06T22:24:34.600638536Z [err]  2026-01-06 22:24:34,592 - persistent_tts_service - INFO - 🔌 [Call v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA] Establishing persistent TTS WebSocket...
2026-01-06T22:24:34.600642903Z [err]  2026-01-06 22:24:34,592 - persistent_tts_service - INFO - 🎙️ [Call v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA] Voice settings: {'stability': 0.6, 'similarity_boost': 0.65, 'style': 0.2, 'use_speaker_boost': True}
2026-01-06T22:24:34.600647307Z [err]  2026-01-06 22:24:34,592 - elevenlabs_ws_service - INFO - 🔌 Connecting to ElevenLabs WebSocket: voice=J5iaaqzR5zn6HFG4jV3b, model=eleven_turbo_v2_5
2026-01-06T22:24:34.600652211Z [err]  2026-01-06 22:24:34,592 - elevenlabs_ws_service - INFO - 🎙️ Voice settings: stability=0.6, similarity=0.65, style=0.2
2026-01-06T22:24:34.650017323Z [err]  2026-01-06 22:24:34,648 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:khay0-kcVBpEpUMPo... (active sessions: [])
2026-01-06T22:24:34.650022304Z [err]  2026-01-06 22:24:34,648 - persistent_tts_service - WARNING - ⚠️  No persistent TTS session found for call v3:khay0-kcVBpEpUMPo... (active sessions: [])
2026-01-06T22:24:34.721708490Z [err]  2026-01-06 22:24:34,718 - server - INFO - 📨 ========== TELNYX WEBHOOK RECEIVED ==========
2026-01-06T22:24:34.721720887Z [err]  2026-01-06 22:24:34,718 - server - INFO - 📨 Full payload: {'data': {'event_type': 'call.machine.premium.detection.ended', 'id': 'fd16c54a-5a90-45ab-8d20-9d2b2068e5d6', 'occurred_at': '2026-01-06T22:24:34.289217Z', 'payload': {'call_control_id': 'v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA', 'call_leg_id': '7630bd4c-eb4e-11f0-aee3-02420aef981f', 'call_session_id': '762e7244-eb4e-11f0-8a75-02420aef981f', 'client_state': None, 'connection_id': '2777245537294877821', 'from': '+14048000152', 'result': 'human_residence', 'to': '+17708336397'}, 'record_type': 'event'}, 'meta': {'attempt': 1, 'delivered_to': 'https://api.li-ai.org/api/telnyx/webhook'}}
2026-01-06T22:24:34.721728602Z [err]  2026-01-06 22:24:34,718 - server - INFO - 🎯 Event type: call.machine.premium.detection.ended, Call ID: v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA
2026-01-06T22:24:34.721734610Z [err]  2026-01-06 22:24:34,718 - server - INFO - 📨 ================================================
2026-01-06T22:24:34.721740275Z [inf]  100.64.0.14:54176 - "POST /api/telnyx/webhook HTTP/1.1" 200
2026-01-06T22:24:35.113152106Z [err]  2026-01-06 22:24:34,737 - persistent_tts_service - INFO - ✅ Created persistent TTS session for call v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA
2026-01-06T22:24:35.113163856Z [err]  2026-01-06 22:24:34,737 - server - INFO - ✅ ON-DEMAND: Persistent TTS session created successfully!
2026-01-06T22:24:35.113170966Z [err]  2026-01-06 22:24:34,737 - server - INFO - 🔍 Persistent TTS lookup: call_id=v3:khay0-kcVBpEpUMPo..., session=FOUND
2026-01-06T22:24:35.113178153Z [err]  2026-01-06 22:24:34,737 - server - INFO - 🚀 Streaming sentence #1 via persistent WebSocket
2026-01-06T22:24:35.113187433Z [err]  2026-01-06 22:24:34,737 - server - INFO - 🎵 TTS task #1 started at +454ms
2026-01-06T22:24:35.113194759Z [err]  2026-01-06 22:24:34,737 - server - INFO - ⏱️ [TIMING] TTFT_TTS (First TTS Task Started): 943ms
2026-01-06T22:24:35.113201255Z [err]  2026-01-06 22:24:34,737 - core_calling_service - INFO - 📤 Streamed script sentence 1/1: Kendrick?...
2026-01-06T22:24:35.113208660Z [err]  2026-01-06 22:24:34,738 - core_calling_service - INFO - 🔊 Silence tracking reset for call v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA (user responded)
2026-01-06T22:24:35.113218533Z [err]  2026-01-06 22:24:34,737 - elevenlabs_ws_service - INFO - ✅ Connected to ElevenLabs WebSocket
2026-01-06T22:24:35.113225040Z [err]  2026-01-06 22:24:34,737 - elevenlabs_ws_service - INFO - 📤 Sent BOS message with voice settings
2026-01-06T22:24:35.113231529Z [err]  2026-01-06 22:24:34,737 - persistent_tts_service - INFO - ✅ [Call v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA] Persistent TTS WebSocket established
2026-01-06T22:24:35.113240281Z [err]  2026-01-06 22:24:34,737 - persistent_tts_service - INFO - 🎧 [Call v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA] Audio receiver loop started
2026-01-06T22:24:35.113245984Z [err]  2026-01-06 22:24:34,737 - persistent_tts_service - INFO - 🔊 [Call v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA] Comfort noise loop started
2026-01-06T22:24:35.113939889Z [err]  2026-01-06 22:24:34,738 - core_calling_service - INFO - ✅ User responded to regular message, resetting counter
2026-01-06T22:24:35.113945075Z [err]  2026-01-06 22:24:34,738 - core_calling_service - INFO - 💾 Storing node ID 2 in conversation history
2026-01-06T22:24:35.113948857Z [err]  2026-01-06 22:24:34,738 - core_calling_service - INFO - LLM response (0.84s): Kendrick?
2026-01-06T22:24:35.113952324Z [err]  2026-01-06 22:24:34,738 - core_calling_service - INFO - Total latency: 0.84s
2026-01-06T22:24:35.113955990Z [err]  2026-01-06 22:24:34,738 - server - INFO - ✅ LLM finished in 943ms, TTS tasks already running in background
2026-01-06T22:24:35.113960092Z [err]  2026-01-06 22:24:34,739 - server - INFO - 🎵 Streaming 1 TTS chunks as they complete...
2026-01-06T22:24:35.113964973Z [err]  2026-01-06 22:24:34,739 - server - INFO - 🚀 Persistent TTS: Audio already streaming in background!
2026-01-06T22:24:35.113968906Z [err]  2026-01-06 22:24:34,739 - server - INFO -    1 sentences queued and playing seamlessly
2026-01-06T22:24:35.113972691Z [err]  2026-01-06 22:24:34,739 - persistent_tts_service - INFO - 🎵 [Call v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA] Playback consumer started
2026-01-06T22:24:35.113976431Z [err]  2026-01-06 22:24:34,739 - persistent_tts_service - INFO - 🎧 [Call v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA] Audio Receiver Loop STARTED
2026-01-06T22:24:35.113981480Z [err]  2026-01-06 22:24:34,739 - persistent_tts_service - INFO - 💓 [Call v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA] Starting TTS keep-alive loop (every 15s)
2026-01-06T22:24:35.113986584Z [err]  2026-01-06 22:24:34,739 - persistent_tts_service - INFO - 🔊 [Call v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA] Starting comfort noise loop
2026-01-06T22:24:35.113990974Z [err]  2026-01-06 22:24:34,739 - persistent_tts_service - INFO - 🎤 [Call v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA] Streaming sentence #1: Kendrick?...
2026-01-06T22:24:35.115410564Z [err]  2026-01-06 22:24:34,739 - persistent_tts_service - INFO - 🚀 [Call v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA] Sent sentence #1 (NON-BLOCKING) in 0ms
2026-01-06T22:24:35.115415357Z [err]  2026-01-06 22:24:34,739 - persistent_tts_service - INFO - 📊 [Call v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA] DIAGNOSTIC: pending_sentences=1, audio_queue=0, is_first=True, is_last=False
2026-01-06T22:24:35.115419574Z [err]  2026-01-06 22:24:34,739 - persistent_tts_service - INFO - 🎧 [Call v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA] Receiver processing sentence #1: 'Kendrick?...'
2026-01-06T22:24:35.115423621Z [err]  2026-01-06 22:24:34,739 - persistent_tts_service - INFO - 📊 [Call v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA] DIAGNOSTIC: queue_latency=0ms, pending_sentences=0, audio_queue=0, interrupted=False
2026-01-06T22:24:35.115427699Z [err]  2026-01-06 22:24:34,739 - server - INFO - ✅ All 1 persistent TTS streams completed
2026-01-06T22:24:35.115431925Z [err]  2026-01-06 22:24:34,739 - server - INFO - ✅ Agent generation complete (persistent TTS) - response window closed
2026-01-06T22:24:35.115436265Z [err]  2026-01-06 22:24:34,739 - server - INFO - ⏱️  FIRST AUDIO STARTED: 945ms from user stop 🚀
2026-01-06T22:24:35.115441536Z [err]  2026-01-06 22:24:34,739 - core_calling_service - INFO - 🤖 Agent started speaking for call v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA
2026-01-06T22:24:35.115445293Z [err]  2026-01-06 22:24:34,740 - server - INFO - ✅ Agent generation complete - response window closed
2026-01-06T22:24:35.115449398Z [err]  2026-01-06 22:24:34,740 - server - INFO - ⏱️  ═══════════════════════════════════════════════
2026-01-06T22:24:35.115453400Z [err]  2026-01-06 22:24:34,740 - server - INFO - ⏱️  [TIMING] ==== E2E LATENCY SUMMARY ====
2026-01-06T22:24:35.117519915Z [err]  2026-01-06 22:24:34,740 - server - INFO - ⏱️  [TIMING] STT: 7ms (provider: soniox, model: stt-rt-v3)
2026-01-06T22:24:35.117527626Z [err]  2026-01-06 22:24:34,740 - server - INFO - ⏱️  [TIMING] LLM_TOTAL: 943ms (provider: grok, model: grok-4-1-fast-non-reasoning)
2026-01-06T22:24:35.117533147Z [err]  2026-01-06 22:24:34,740 - server - INFO - ⏱️  [TIMING] TTS_TOTAL: 456ms (provider: elevenlabs, websocket: False)
2026-01-06T22:24:35.117539832Z [err]  2026-01-06 22:24:34,740 - server - INFO - ⏱️  [TIMING] E2E_TOTAL: 945ms (user stopped → play_audio_url called)
2026-01-06T22:24:35.117546058Z [err]  2026-01-06 22:24:34,740 - server - INFO - ⏱️  [TIMING] ⚠️ NOTE: E2E_TOTAL does not include:
2026-01-06T22:24:35.117551742Z [err]  2026-01-06 22:24:34,740 - server - INFO - ⏱️  [TIMING]   - Telnyx processing time (~50-200ms)
2026-01-06T22:24:35.117558722Z [err]  2026-01-06 22:24:34,740 - server - INFO - ⏱️  [TIMING]   - Network latency to user's phone (~50-150ms)
2026-01-06T22:24:35.117562761Z [err]  2026-01-06 22:24:34,740 - server - INFO - ⏱️  [TIMING]   - Phone audio buffering (~50-200ms)
2026-01-06T22:24:35.117566494Z [err]  2026-01-06 22:24:34,740 - server - INFO - ⏱️  [TIMING]   - TOTAL MISSING: ~150-550ms typically
2026-01-06T22:24:35.117570500Z [err]  2026-01-06 22:24:34,740 - server - INFO - ⏱️  [TIMING]   - REAL USER LATENCY: 1245ms estimated
2026-01-06T22:24:35.117575937Z [err]  2026-01-06 22:24:34,740 - server - INFO - ⏱️  [TIMING] RESPONSE_TEXT: 9 chars, 1 sentences
2026-01-06T22:24:35.117580106Z [err]  2026-01-06 22:24:34,740 - server - INFO - ⏱️  [TIMING] USER_INPUT: 'Hell o....'
2026-01-06T22:24:35.117584239Z [err]  2026-01-06 22:24:34,740 - server - INFO - ⏱️  [TIMING] AI_RESPONSE: 'Kendrick?...'
2026-01-06T22:24:35.117588080Z [err]  2026-01-06 22:24:34,740 - server - INFO - ⏱️  [TIMING] ==========================
2026-01-06T22:24:35.117592028Z [err]  2026-01-06 22:24:34,740 - server - INFO - ⏱️  ═══════════════════════════════════════════════
2026-01-06T22:24:35.118880882Z [err]  2026-01-06 22:24:34,911 - server - INFO - 📨 ========== TELNYX WEBHOOK RECEIVED ==========
2026-01-06T22:24:35.118886170Z [err]  2026-01-06 22:24:34,911 - server - INFO - 📨 Full payload: {'data': {'event_type': 'call.playback.started', 'id': 'c8d7c7d7-73b7-4548-8e75-ec2f095c03ba', 'occurred_at': '2026-01-06T22:24:34.469217Z', 'payload': {'call_control_id': 'v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA', 'call_leg_id': '7630bd4c-eb4e-11f0-aee3-02420aef981f', 'call_session_id': '762e7244-eb4e-11f0-8a75-02420aef981f', 'client_state': None, 'connection_id': '2777245537294877821', 'media_name': None, 'media_url': 'api.li-ai.org/api/tts-audio/comfort_noise_continuous.mp3', 'overlay': True, 'playback_id': 'jzTqEOp07w', 'start_time': '2026-01-06T22:24:34.469217Z'}, 'record_type': 'event'}, 'meta': {'attempt': 1, 'delivered_to': 'https://api.li-ai.org/api/telnyx/webhook'}}
2026-01-06T22:24:35.118890636Z [err]  2026-01-06 22:24:34,912 - server - INFO - 🎯 Event type: call.playback.started, Call ID: v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA
2026-01-06T22:24:35.118894956Z [err]  2026-01-06 22:24:34,912 - server - INFO - 📨 ================================================
2026-01-06T22:24:35.118899116Z [inf]  100.64.0.5:27868 - "POST /api/telnyx/webhook HTTP/1.1" 200
2026-01-06T22:24:35.118903283Z [err]  2026-01-06 22:24:34,938 - server - INFO - 📝 Saved assistant transcript and latency to database (Node: Greeting, Dead Air: 1406ms)
2026-01-06T22:24:35.118907409Z [err]  2026-01-06 22:24:34,938 - server - INFO - 🔊 Agent finished generating, 0 playbacks active - waiting for webhooks to close window and start silence tracking
2026-01-06T22:24:35.118911488Z [err]  2026-01-06 22:24:34,938 - server - INFO - 🔍 END CALL CHECK: should_end_call=False, max_checkins=False, max_duration=False
2026-01-06T22:24:35.118915259Z [err]  2026-01-06 22:24:34,996 - persistent_tts_service - INFO - ⏱️ [TIMING] TTFA (Time To First Audio Playback): 257ms
2026-01-06T22:24:35.120841528Z [err]  2026-01-06 22:24:34,996 - persistent_tts_service - INFO - 📤 Sending 7043 bytes of audio (45 chunks, 0.9s duration) via WebSocket
2026-01-06T22:24:35.120847588Z [err]  2026-01-06 22:24:34,997 - persistent_tts_service - INFO - 🎙️ [Call v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA] AGENT IS NOW SPEAKING (is_speaking=True)
2026-01-06T22:24:35.120851786Z [err]  2026-01-06 22:24:34,997 - persistent_tts_service - INFO - ⏱️ EXTEND playback_expected_end_time: +0.9s (total: 0.9s from now)
2026-01-06T22:24:35.120855820Z [err]  2026-01-06 22:24:34,997 - persistent_tts_service - INFO - ✅ Sent 45 audio chunks via WebSocket
2026-01-06T22:24:35.153306850Z [err]  2026-01-06 22:24:35,150 - dead_air_monitor - INFO - 🔇 MONITOR: Skipping silence check - audio playing (0.7s left)
2026-01-06T22:24:36.089728838Z [err]  2026-01-06 22:24:35,998 - persistent_tts_service - INFO - 🔇 [Call v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA] FLOOR RELEASED (is_holding_floor=False)
2026-01-06T22:24:36.154345707Z [err]  2026-01-06 22:24:36,153 - dead_air_monitor - INFO - ⏱️ Playback expected end time passed (0.3s ago), marking agent as done speaking
2026-01-06T22:24:36.154356387Z [err]  2026-01-06 22:24:36,153 - core_calling_service - INFO - ⏱️ SILENCE TIMER STARTED at 1767738276.1530905 for call v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA
2026-01-06T22:24:36.154363186Z [err]  2026-01-06 22:24:36,153 - core_calling_service - INFO - 🤖 Agent stopped speaking for call v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA
2026-01-06T22:24:37.166510901Z [err]  2026-01-06 22:24:36,996 - elevenlabs_ws_service - INFO - ⏱️  [TIMING] ElevenLabs audio stream complete (0.5s timeout reached) - End of Sentence
2026-01-06T22:24:37.166515477Z [err]  2026-01-06 22:24:36,996 - persistent_tts_service - INFO - ✅ [Call v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA] Receiver finished sentence #1: 1 chunks in 2257ms
2026-01-06T22:24:37.647502903Z [err]  2026-01-06 22:24:37,643 - server - INFO - 📤 Audio flowing: 293 packets sent to Soniox (5s update)
2026-01-06T22:24:38.118020405Z [err]  2026-01-06 22:24:38,084 - server - INFO - 📥 FINAL TOKENS: 'Yeah.' (2 tokens)
2026-01-06T22:24:38.118033934Z [err]  2026-01-06 22:24:38,084 - server - INFO - 🎤 Soniox final transcript: 'Yeah.'
2026-01-06T22:24:38.118052513Z [err]  2026-01-06 22:24:38,084 - server - INFO - 🔍 FILTER CHECK: words=1, is_filler=True, is_garbled=False, tts_speaking=False, time_until_done=0.0s, generating=False, playbacks=0, is_active=False
2026-01-06T22:24:38.118059201Z [err]  2026-01-06 22:24:38,084 - server - INFO - 🚀 Spawned tracked background task for endpoint processing
2026-01-06T22:24:38.118210353Z [err]  2026-01-06 22:24:37,963 - server - INFO - 🔤 RAW TOKENS: [" Ye"?]
2026-01-06T22:24:38.118216101Z [err]  2026-01-06 22:24:37,963 - core_calling_service - INFO - ⏱️ SILENCE TIMER RESET (user started speaking) for call v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA
2026-01-06T22:24:38.118222235Z [err]  2026-01-06 22:24:37,963 - core_calling_service - INFO - 🔊 Silence timer reset for call v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA (user started speaking)
2026-01-06T22:24:38.118230457Z [err]  2026-01-06 22:24:37,963 - core_calling_service - INFO - 👤 User started speaking for call v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA
2026-01-06T22:24:38.118236573Z [err]  2026-01-06 22:24:37,964 - server - WARNING - Failed to update user_has_spoken in Redis: cannot access local variable 'redis_svc' where it is not associated with a value
2026-01-06T22:24:38.118242098Z [err]  2026-01-06 22:24:37,964 - server - INFO - 🔍 PARTIAL TRANSCRIPT: 'Ye' | Generating: False
2026-01-06T22:24:38.118247080Z [err]  2026-01-06 22:24:38,083 - server - INFO - 🔤 RAW TOKENS: [" Ye"✓, "ah."✓, "<end>"✓]
2026-01-06T22:24:38.118252901Z [err]  2026-01-06 22:24:38,083 - server - INFO - 🎯 Endpoint detected: <end> token received
2026-01-06T22:24:38.118260342Z [err]  2026-01-06 22:24:38,084 - server - INFO - 🧹 Cleaned transcript: ' Ye ah.' -> 'Yeah.'
2026-01-06T22:24:38.119309022Z [err]  2026-01-06 22:24:38,084 - server - INFO - ⏱️ [22:24:38.084] 📝 FINAL TRANSCRIPT RECEIVED: 'Yeah.'
2026-01-06T22:24:38.119315094Z [err]  2026-01-06 22:24:38,084 - server - INFO - ⏱️ [22:24:38.084] STT endpoint detection latency: 20ms
2026-01-06T22:24:38.119319069Z [err]  2026-01-06 22:24:38,084 - server - INFO - ⏱️ [22:24:38.084] 🎤 USER STOPPED SPEAKING - Beginning processing pipeline
2026-01-06T22:24:38.119322951Z [err]  2026-01-06 22:24:38,084 - server - INFO - ⏱️ User spoke at 1767738278.0843816
2026-01-06T22:24:38.119327048Z [err]  2026-01-06 22:24:38,085 - redis_service - INFO - 📦 Stored call data in Redis: v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA (TTL: 3600s)
2026-01-06T22:24:38.119330912Z [err]  2026-01-06 22:24:38,085 - server - INFO - 👤 User has spoken - aiSpeaksAfterSilence timer cancelled if pending
2026-01-06T22:24:38.119334551Z [err]  2026-01-06 22:24:38,085 - server - INFO - ✅ Agent SILENT - User said 1 word(s): 'Yeah.' - Processing...
2026-01-06T22:24:38.119338317Z [err]  2026-01-06 22:24:38,096 - server - INFO - 🎤 Endpoint detected by Soniox - processing transcript: Yeah.
2026-01-06T22:24:38.119341954Z [err]  2026-01-06 22:24:38,096 - core_calling_service - INFO - 👤 User stopped speaking for call v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA
2026-01-06T22:24:38.119345547Z [err]  2026-01-06 22:24:38,098 - server - INFO - ✅ User starting new turn - resetting agent speaking flag
2026-01-06T22:24:38.119349100Z [err]  2026-01-06 22:24:38,098 - server - INFO - ⏱️ [TIMING] STT_START: User last audio packet received
2026-01-06T22:24:38.119353055Z [err]  2026-01-06 22:24:38,098 - server - INFO - ⏱️ [TIMING] STT_END: Endpoint detected at T+12ms
2026-01-06T22:24:38.119358811Z [err]  2026-01-06 22:24:38,098 - server - INFO - ⏱️ [TIMING] STT_LATENCY: 12ms (Soniox model: stt-rt-v3)
2026-01-06T22:24:38.119362569Z [err]  2026-01-06 22:24:38,098 - server - INFO - ⏱️  USER STOPPED SPEAKING at T=0ms
2026-01-06T22:24:38.120955851Z [err]  2026-01-06 22:24:38,098 - server - INFO - 🎙️ Agent generating response - interruption detection active
2026-01-06T22:24:38.120960778Z [err]  2026-01-06 22:24:38,098 - core_calling_service - INFO - 🤖 Agent started speaking for call v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA
2026-01-06T22:24:38.197954391Z [err]  2026-01-06 22:24:38,197 - server - INFO - 📝 Saved user transcript to database
2026-01-06T22:24:38.197960980Z [err]  2026-01-06 22:24:38,197 - core_calling_service - INFO - ⏱️ [22:24:38.197] 📥 process_user_input() ENTRY - text: 'Yeah....'
2026-01-06T22:24:38.199864831Z [err]  2026-01-06 22:24:38,198 - redis_service - INFO - 📥 Retrieved call data from Redis: v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA
2026-01-06T22:24:38.199870916Z [err]  2026-01-06 22:24:38,198 - core_calling_service - WARNING - 🚨 BARGE-IN DETECTED for call v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA: User spoke while Silence Greeting was triggering
2026-01-06T22:24:38.216444063Z [err]  2026-01-06 22:24:38,215 - telnyx_service - INFO - Telnyx service initialized with connection: 2777245537294877821
2026-01-06T22:24:38.216451546Z [err]  2026-01-06 22:24:38,215 - telnyx_service - INFO - 🛑 Stopping audio playback on call: v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA
2026-01-06T22:24:38.585379338Z [err]  2026-01-06 22:24:38,574 - httpx - INFO - HTTP Request: POST https://api.telnyx.com/v2/calls/v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA/actions/playback_stop "HTTP/1.1 200 OK"
2026-01-06T22:24:38.585390895Z [err]  2026-01-06 22:24:38,574 - telnyx_service - INFO - ✅ Successfully stopped audio playback
2026-01-06T22:24:38.585397919Z [err]  2026-01-06 22:24:38,575 - core_calling_service - INFO - ✅ BARGE-IN: Audio playback STOPPED
2026-01-06T22:24:38.585403664Z [err]  2026-01-06 22:24:38,575 - core_calling_service - INFO - ✅ BARGE-IN: Preserving silence greeting in history to maintain context
2026-01-06T22:24:38.585411103Z [err]  2026-01-06 22:24:38,575 - redis_service - INFO - 📥 Retrieved call data from Redis: v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA
2026-01-06T22:24:38.585416384Z [err]  2026-01-06 22:24:38,576 - redis_service - INFO - 📦 Stored call data in Redis: v3:khay0-kcVBpEpUMPoroFfyJp8VOkWvUgehcBLbqf6dBPGuTDVaUaHA (TTL: 3600s)
2026-01-06T22:24:38.585420584Z [err]  2026-01-06 22:24:38,576 - core_calling_service - INFO - ✅ BARGE-IN: Reset silence_greeting_triggered flag
2026-01-06T22:24:38.585429847Z [err]  2026-01-06 22:24:38,576 - core_calling_service - INFO - ⏱️ [22:24:38.576] ⏩ About to call _process_call_flow_streaming()
2026-01-06T22:24:38.585434002Z [err]  2026-01-06 22:24:38,576 - core_calling_service - INFO - ⏱️ [22:24:38.576] 🔀 Agent type: call_flow, calling flow processor...
2026-01-06T22:24:38.585438785Z [err]  2026-01-06 22:24:38,576 - core_calling_service - INFO - ⏱️ [22:24:38.576] 🔀 _process_call_flow_streaming() ENTRY
2026-01-06T22:24:38.585443289Z [err]  2026-01-06 22:24:38,576 - core_calling_service - INFO - Flow processing - History length: 3, Is first: False
2026-01-06T22:24:38.585448680Z [err]  2026-01-06 22:24:38,576 - core_calling_service - INFO - 🔍 Using explicitly set current_node_id: 2
2026-01-06T22:24:38.585453469Z [err]  2026-01-06 22:24:38,576 - core_calling_service - INFO - ⏱️ [22:24:38.576] 🔀 About to call _follow_transition() for: Yeah....
2026-01-06T22:24:38.588141530Z [err]  2026-01-06 22:24:38,576 - core_calling_service - INFO - Evaluating transitions from Greeting for message: Yeah.
2026-01-06T22:24:38.588149325Z [err]  2026-01-06 22:24:38,576 - core_calling_service - INFO - 🔍 Checking 'Hello=Yes' override [DEPLOYMENT VERIFIED] for msg='yeah' on node='Greeting'
2026-01-06T22:24:38.588155316Z [err]  2026-01-06 22:24:38,576 - core_calling_service - INFO - ⚡ OVERRIDE TRIGGERED: 'Yeah.' on Greeting node -> Forcing Transition 0 (Index 0)
2026-01-06T22:24:38.588160951Z [err]  2026-01-06 22:24:38,576 - core_calling_service - INFO - ⏱️ [TIMING] TRANSITION_EVAL: 0ms
